No.,title,link,Affiliation,Author in JPN,Author in ENG
1,微分方程式に対する構造保存解法の高速化について : より良い解をより高速に求めるには (新時代の科学技術を牽引する数値解析学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1957-01.pdf,大阪大学サイバーメディアセンター,降籏 大介,"Furihata,Daisuke"
2,Webster方程式に対する離散勾配法とその力学的不変性について (新時代の科学技術を牽引する数値解析学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1957-02.pdf,"神戸大学工学部情報知能工学科,神戸大学大学院システム情報学研究科計算科学専攻","石川 歩惟,谷口 隆晴","Ishikawa,Ai,Yaguchi,Takaharu"
3,Symplectic Gram-Schmidt 法のJ-直交性 (新時代の科学技術を牽引する数値解析学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1957-03.pdf,"慶應義塾大学理工学研究科,慶應義塾大学理工学部","松尾 洋一,野寺 隆","Matsuo,Yoichi,Nodera,Takashi"
4,拡張テンソル和に対する最大・最小特異値計算 : 数値多重線形代数からのアプローチ (新時代の科学技術を牽引する数値解析学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1957-04.pdf,"愛知県立大学大学院情報科学研究科,愛知県立大学大学院情報科学研究科","大橋 あすか,曽我部 知広","Ohashi,Asuka,Sogabe,Tomohiro"
5,Cache-Cache(カシュカシュ)Elements法による反復法の並列化 (新時代の科学技術を牽引する数値解析学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1957-05.pdf,"九州大学情報基盤研究開発センター,九州大学工学部電気情報工学科,九州大学大学院システム情報科学府","藤野 清次,伊東 千晶,岩里 洸介","Fujino,Seiji,Itoh,Chiaki,Iwasato,Kousuke"
6,長時間積分における丸め誤差の影響とその改良 (新時代の科学技術を牽引する数値解析学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1957-06.pdf,秋田県立大学システム科学技術学部,小澤 一文,"Ozawa,Kazufumi"
7,高精度積分則とGPU による3次元輻射輸送方程式の大規模計算の高速化 (新時代の科学技術を牽引する数値解析学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1957-07.pdf,"京都大学大学院情報学研究科,京都大学大学院医学研究科","藤原 宏志,大石 直也","Fujiwara,Hiroshi,Oishi,Naoya"
8,Navier-Stokes方程式のための数値積分誤差を伴わない特性曲線有限要素スキームとその応用 (新時代の科学技術を牽引する数値解析学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1957-08.pdf,"早稲田大学大学院基幹理工学研究科,早稲田大学理工学術院","内海 晋弥,田端 正久","Uchiumi,Shinya,Tabata,Masahisa"
9,Numerical outflow boundary conditions for the Navier-Stokes equations (Numerical Analysis Leading a New Age of Science and Technology),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1957-09.pdf,"東京大学大学院数理科学研究科,東京大学大学院数理科学研究科","齊藤 宣一,Zhou Guanyu","Saito,Norikazu,Zhou,Guanyu"
10,精度保証付き数値計算による楕円型作用素の逆作用素ノルム評価 (新時代の科学技術を牽引する数値解析学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1957-10.pdf,九州大学情報基盤研究開発センター,渡部 善隆,"Watabe,Yoshitaka"
11,代用電荷法によるHele-Shaw問題の数値計算 (新時代の科学技術を牽引する数値解析学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1957-11.pdf,"東京大学大学院数理科学研究科,明治大学理工学部","榊原 航也,矢崎 成俊","Sakakibara,Koya,Yazaki,Shigetoshi"
12,界面ネットワークの平均曲率流の数値計算 (新時代の科学技術を牽引する数値解析学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1957-12.pdf,京都大学理学部数学教室,,"Svadlenka,Karel"
13,各種周回積分型固有値解法の関係性について (新時代の科学技術を牽引する数値解析学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1957-13.pdf,"筑波大学システム情報工学,大連理工大学,筑波大学システム情報工学","今倉 暁,杜 磊,櫻井 鉄也","Imakura,Akira,Du,Lei,Sakurai,Tetsuya"
14,表皮構造の数理モデリング (新時代の科学技術を牽引する数値解析学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1957-14.pdf,"北海道大学電子科学研究所,北海道大学電子科学研究所,北海道大学大学院理学院,北海道大学大学院理学院,資生堂リサーチセンター,広島大学理学研究科,千葉大学理学研究科","長山 雅晴,小林 康明,澤武 祐輔,久保 実沙貴,傳田 光洋,中田 聡,北畑 裕之","Nagayama,Masaharu,Kobayash,Yasuaki,Sawabu,Yusuke,Kubo,Misaki,Denda,Mitsuhiro,Nakata,Satoshi,Kitahata,Hiroyuki"
15,複雑流体の流動および流動誘起構造の解析 (新時代の科学技術を牽引する数値解析学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1957-15.pdf,大阪大学大学院工学研究科機械工学専攻,山本 剛宏,"Yamamoto,Takehiro"
