No.,title,link,Affiliation,Author in JPN,Author in ENG
1,"F$_{o, n} \mathbb{P}^1_\mathbb{C}$に付随するリー環の微分と Gal($\overline{\mathbb{Q}}/\mathbb{Q}$)の像(代数的整数論)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0721-01.pdf,京都大学数理解析研究所,,伊原 康隆
2,Braid群の表現とそのHodge analogueについて(代数的整数論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0721-02.pdf,千葉大学教養学部,,寺杣 友秀
3,Non-holomorphic Poincare 級数の Fourier 係数の別表示とその応用について(代数的整数論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0721-03.pdf,鹿児島高等専門学校,吉田 英治,"Yoshida, Eiji"
4,Class Formation の高次元化(代数的整数論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0721-04.pdf,東京工業大学理学部,小屋 良祐,"Koya, Yoshihiro"
5,2次元正則局所環のArtin指標(代数的整数論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0721-05.pdf,東京大学理学部,,加藤 和也
6,基本アーベル体の狭義不分岐中心拡大について(代数的整数論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0721-06.pdf,九州大学理学部,堀江 充子,"Horie, Mitsuko"
7,Dedekind和と平方剰余記号(代数的整数論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0721-07.pdf,東京大学教養学部,伊藤 博,"Ito, Hiroshi"
8,楕円曲線の等分点の体について(代数的整数論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0721-08.pdf,大阪大学理学部,,山本 芳彦
9,P-分体の Euler Systems について(代数的整数論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0721-09.pdf,横浜市立大学,,市村 文男
10,Kolyvaginによる楕円曲線のTate-Safarevic群についての仕事の紹介(代数的整数論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0721-10.pdf,東京都立大学理学部,栗原 将人,"Kurihara, Masato"
11,$\mathbb{Z}_p$上の測度の$\Gamma$-変換の$\lambda$-invariantについて(代数的整数論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0721-11.pdf,名古屋大学理学部,佐藤 潤也,"Satoh, Junya"
12,円分体の単数のP進展開について(代数的整数論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0721-12.pdf,東京工業大学,栗原 文香,"Kurihara, Fumika"
13,Mordell-Weil lattice と意義のある代数方程式の新しい系列(代数的整数論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0721-13.pdf,立教大学理学部,,塩田 徹治
14,Semi-abel 多様体に付随した Milnor 型のK群について(代数的整数論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0721-14.pdf,東京大学理学部,染川 睦郎,"Somekawa, Mutsuro"
15,Singular moduli と Q上の楕円曲線の supersingular prime(代数的整数論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0721-15.pdf,大阪大学理学部,金子 昌信,"Kaneko, Masanobu"
16,Mordell予想の高次元化 : Faltingsの定理の紹介(代数的整数論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0721-16.pdf,都立大学理学部,,辻 元
17,局所体上の多様体のBrauer群について(代数的整数論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0721-17.pdf,東京大学教養学部,,斎藤 秀司
