No.,title,link,Affiliation,Author in JPN,Author in ENG
1,Nonlinear Problem in Geometry(Study of Riemannian geometry by analytic method),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0600-01.pdf,,,"Kazdan, J. L."
2,Survey in harmonic mappings(Study of Riemannian geometry by analytic method),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0600-02.pdf,京都大学数理解析研究所,,浦川 肇
3,Minimum principle and manifolds of nonnegative Ricci curvature(Study of Riemannian geometry by analytic method),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0600-03.pdf,横浜市立大学文理学部,市田 良輔,"Ichida, Ryosuke"
4,Perturbation of surfaces with constant mean curvature(Study of Riemannian geometry by analytic method),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0600-04.pdf,大阪大学理学部,小磯 深幸,"Koiso, Miyuki"
5,Problems in String Theory An application of harmonic maps to string theories(Study of Riemannian geometry by analytic method),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0600-05.pdf,東京大学理学部物理学科,,安田 修
6,On the Uniqueness of Einstein Kahler Metrics(Study of Riemannian geometry by analytic method),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0600-06.pdf,,,"Bando, Shigetoshi"
7,Monge-Ampere方程式のCauchy問題(リーマン幾何学の解析的手法による研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0600-07.pdf,京都大学数理解析研究所,,岩崎 敷久
8,3次元リーマン多様体の$\mathbb{R}^6$への局所等長埋入問題(リーマン幾何学の解析的手法による研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0600-08.pdf,"慶応大学理工学部,城西大学理学部",",","前田 吉昭,中村 玄"
9,Zoll多様体上の固有値分布について(リーマン幾何学の解析的手法による研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0600-09.pdf,徳島大学教養学部,桑原 類史,"Kuwabara, Ruishi"
10,Supersymmetry and the index theorem(Study of Riemannian geometry by analytic method),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0600-10.pdf,東京大学理学部,杉山 健一,"Sugiyama, Ken-ichi"
