No.,title,link,Affiliation,Author in JPN,Author in ENG
1,形式的Fuchs型方程式と多重L-値の双対公式 (複素領域における微分方程式の大域解析と漸近解析),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1367-1.pdf,早稲田大学理工学研究科,奥田  順一,"Okuda, Jun-ichi"
2,Painleve超越関数の値分布について (複素領域における微分方程式の大域解析と漸近解析),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1367-2.pdf,東京大学数理科学研究科,佐々木  良勝,"Sasaki, Yoshikatsu"
3,多重ゼータ値と超幾何関数の接続公式 (複素領域における微分方程式の大域解析と漸近解析),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1367-3.pdf,"近畿大学理工学部,近畿大学理工学部","青木  貴史,大野  泰生","Aoki, Takashi,Ohno, Yasuo"
4,第4パンルヴェ方程式のモノドロミー可解な新しい解について (複素領域における微分方程式の大域解析と漸近解析),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1367-4.pdf,大阪大学情報科学研究科,金子  和雄,"Kaneko, Kazuo"
5,The Painleve Transcendental and the Self-dual Metrics (Global and asymptotic analysis of differential equations in the complex domain),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1367-5.pdf,大阪大学理学研究科,奥村  昌司,"Okumura, Shoji"
6,A Remark on $k$-summability of divergent solution of a non-Kowalevski type equation with Cauchy data of entire functions (Global and asymptotic analysis of differential equations in the complex domain),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1367-6.pdf,"名古屋大学多元数理科学研究科,名古屋大学多元数理科学研究科","三宅  正武,市延  邦夫","Miyake, Masatake,Ichinobu, Kunio"
7,Borel Summability of Divergent Solutions for Singularly Perturbed First Order Linear Ordinary Differential Equations (Global and asymptotic analysis of differential equations in the complex domain),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1367-7.pdf,名城大学理工学部数学科,日比野  正樹,"Hibino, Masaki"
8,Power series and moment summability methods of finite order (Global and asymptotic analysis of differential equations in the complex domain),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1367-8.pdf,"Abteilung Angewandte Analysis, Universitat Ulm",,"Balser, Werner"
9,Formal solutions of the complex heat equation in higher spatial dimensions (Global and asymptotic analysis of differential equations in the complex domain),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1367-9.pdf,"Abteilung Angewandte Analysis, Universitat Ulm,Abteilung Angewandte Analysis, Universitat Ulm",",","Balser, Werner,Malek, Stephane"
10,Quiverの表現とmonodromy保存変形 (複素領域における微分方程式の大域解析と漸近解析),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1367-10.pdf,熊本大学理学部,原岡  喜重,"Haraoka, Yoshishige"
11,Resolution of accessible singularities of a third order differential equation (Global and asymptotic analysis of differential equations in the complex domain),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1367-11.pdf,神戸大学自然科学研究科,笹野  祐輔,"Sasano, Yusuke"
12,パンルヴェ方程式のベックルント変換群の階層 (複素領域における微分方程式の大域解析と漸近解析),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1367-12.pdf,"神戸大学自然科学研究科,神戸大学自然科学研究科,神戸大学理学部","鈴木  正樹,田原  伸彦,高野  恭一","Suzuki, Masaki,Tahara, Nobuhiko,Takano, Kyoichi"
13,ヤン・ミルズ方程式から見たパンルヴェ方程式の退化 (複素領域における微分方程式の大域解析と漸近解析),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1367-13.pdf,"三重大学教育学部,三重大学教育学部","川向  洋之,新田  貴士","Kawamuko, HIroyuki,Nitta, Takashi"
14,On the zero-set of some entire function of two complex variables arising from a physical problem (Global and asymptotic analysis of differential equations in the complex domain),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1367-14.pdf,"京都大学理学研究科,京都大学数理解析研究所","小池  達也,竹井  義次","Koike, Tatsuya,Takei, Yoshitsugu"
15,New Stokes curves of higher order Painleve equations (II) (Global and asymptotic analysis of differential equations in the complex domain),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1367-15.pdf,京都大学数理解析研究所,西川  享宏,"Nishikawa, Yukihiro"
16,Vanishing Theorems in Hyperasymptotic Analysis and Applications to Inhomogeneous Linear Differential Equations (Global and asymptotic analysis of differential equations in the complex domain),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1367-16.pdf,お茶の水女子大学理学部,真島  秀行,"Majima, Hideyuki"
17,"The de Rham cohomology groups for the general hypergeometric integral of type ($q+1, 1^{N-q}$) (Global and asymptotic analysis of differential equations in the complex domain)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1367-17.pdf,熊本大学理学部,木村  弘信,"Kimura, Hironobu"
18,弦方程式の時間発展のHamilton構造 (複素領域における微分方程式の大域解析と漸近解析),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1367-18.pdf,京都大学人間・環境学研究科,高崎  金久,"Tkakasaki, Kanehisa"
19,On second order nonlinear differential equations with the quasi-Painleve property (Global and asymptotic analysis of differential equations in the complex domain),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1367-19.pdf,慶應義塾大学理工学部,下村  俊,"Shimomura, Shun"
