No.,title,link,Affiliation,Author in JPN,Author in ENG
1,ON SPECIAL VALUES OF TENSOR PRODUCT L-FUNCTIONS OF AN INNER FORM OF GSP(4) AND GL(2) (Automorphic forms and automorphic L-functions),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1826-01.pdf,大阪市立大学理学研究科,森本 和輝,"MORIMOTO,KAZUKI"
2,"On local newforms for unramified U(2,1) (Automorphic forms and automorphic L-functions)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1826-02.pdf,大阪府立大学高等教育推進機構,宮内 通孝,"Miyauchi,Michitaka"
3,"Whittaker new vectors for discrete series representations of real Lie group $U$(2,1) (Automorphic forms and automorphic L-functions)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1826-03.pdf,岡山大学自然科学研究科,石川 佳弘,"Ishikawa,Yoshi-hiro"
4,対称性によるBorcherdsリフトの特徴付け (保型形式と保型的L函数の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1826-04.pdf,"German University of Technology,京都産業大学理学部","Heim Bernhard,村瀬 篤","Heim,Bernhard,Murase,Atsushi"
5,On the image of the Saito-Kurokawa lifting over a totally real number field and the Maass relation (Automorphic forms and automorphic L-functions),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1826-05.pdf,京都大学大学院理学研究科,大塚 亜人夢,"Otsuka,Atomu"
6,Jacquet-Langlands-Shimizu correspondence for theta lifts to $GSp$(2) and its inner forms : with an appendix by Ralf Schmidt (Automorphic forms and automorphic L-functions),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1826-06.pdf,"熊本大学理学部,奈良女子大学理学部","成田 宏秋,岡崎 武生","Narita,Hiro-aki,Okazaki,Takeo"
7,ある$L$函数の特殊値について : 森本和輝との共同研究 (保型形式と保型的L函数の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1826-07.pdf,大阪市立大学大学院理学研究科,古澤 昌秋,"Furusawa,Masaaki"
8,Cohomology and $L$-values (Automorphic forms and automorphic L-functions),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1826-08.pdf,京都大学理学研究科,吉田 敬之,"Yoshida,Hiroyuki"
9,$p$-adic Siegel Eisenstein series of degree $n$ (Automorphic forms and automorphic L-functions),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1826-09.pdf,京都大学理学研究科,竹森 翔,"Takemori,Sho"
10,Spherical functions on the space of $p$-adic unitary hermitian matrices (Automorphic forms and automorphic L-functions),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1826-10.pdf,"早稲田大学教育・総合科学学術院,立教大学理学部","広中 由美子,小森 靖","Hironaka,Yumiko,Komori,Yasushi"
11,MODULAR FORMS AND THE COHOMOLOGY OF MODULI SPACES (Automorphic forms and automorphic L-functions),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1826-11.pdf,"DEPARTMENT OF MATHEMATICS, KTH ROYAL INSTITUTE OF TECHNOLOGY",,"FABER,CAREL"
12,ARITHMETIC PROPERTIES OF HARMONIC MODULAR FORMS OF WEIGHT ONE (Automorphic forms and automorphic L-functions),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1826-12.pdf,UCLA MATHEMATICS DEPARTMENT,,"DUKE,William"
13,新谷$L$関数の関数等式について (保型形式と保型的L函数の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1826-13.pdf,"京都大学大学院理学研究科,京都大学大学院理学研究科","佐藤 信夫,広瀬 稔","Sato,Nobuo,Hirose,Minoru"
14,保型形式の合同式と岩澤$\lambda$不変量(保型形式と保型的L函数の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1826-14.pdf,東京大学数理科学研究科,平野 雄一,"Hirano,Yuichi"
15,On the Cyclicity of finite CM abelian varieties (Automorphic forms and automorphic L-functions),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1826-15.pdf,九州大学数理学研究院,,"Virdol,Cristian"
16,"Parabolic Reduction, Stability and the Mass I. Special Linear Groups (Automorphic forms and automorphic L-functions)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1826-16.pdf,九州大学数理学研究院,,"WENG,Lin"
17,"SIEGEL EISENSTEIN SERIES, HECKE OPERATORS, AND FOURIER EXPANSIONS (Automorphic forms and automorphic L-functions)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1826-17.pdf,"SCHOOL OF MATHEMATICS, UNIVERSITY OF BRISTOL",,"WALLING,LYNNE H."
18,Exact critical values of the standard $L$ functions of vector valued Siegel modular forms (Automorphic forms and automorphic L-functions),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1826-18.pdf,"大阪大学理学研究科,室蘭工業大学","伊吹山 知義,桂田 英典","Ibukiyama,Tomoyoshi,Katsurada,Hidenori"
19, GL(2)の保型形式の正規周期 (保型形式と保型的L函数の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1826-19.pdf,大阪大学理学研究科,杉山 真吾,"Sugiyama,Shingo"
20,Multiplicativity of the L-factors (Automorphic forms and automorphic L-functions),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1826-20.pdf,九州大学大学院数理学研究院,山名 俊介,"Yamana,Shunsuke"
