No.,title,link,Affiliation,Author in JPN,Author in ENG
1,$v$-ANALOGUES OF KLESHCHEV BRANCHING COEFFICIENTS AND DECOMPOSITION NUMBERS : THE 3-RD JOINT WORK WITH JOSEPH CHUANG AND KAI-MENG TAN (Combinatorial Methods in Representation Theory and their Applications),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1438-1.pdf,名古屋大学多元数理科学研究科,宮地  兵衛,"Miyachi, Hyohe"
2,JMMO Fock space and Geck-Rouquier classification of simple modules for Hecke algebras (Combinatorial Methods in Representation Theory and their Applications),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1438-2.pdf,"Laboratoire de mathematiques Nicolas Oresme, Universite de Caen",,"Jacon, Nicolas"
3,INTEGRABLE MODULES OVER $\widehat{\mathfrak{gl}}_m$ AND THE DOUBLE AFFINE HECKE ALGEBRA (Combinatorial Methods in Representation Theory and their Applications),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1438-3.pdf,京都大学数理解析研究所,鈴木  武史,"Suzuki, Takeshi"
4,Decomposition of Green polynomials of type A and DeConcini-Procesi-Tanisaki algebras of certain types (Combinatorial Methods in Representation Theory and their Applications),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1438-4.pdf,"東海大学理学部,明海大学経済学部","森田  英章,中島  達洋","Morita, Hideaki,Nakajima, Tatsuhiro"
5,シューア測度とその類似の極限分布 (表現論における組合せ論的手法とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1438-5.pdf,九州大学数理学府,松本  詔,"Matsumoto, Sho"
6,"Nonintersecting Paths, Noncolliding Diffusion Processes and Representation Theory (Combinatorial Methods in Representation Theory and their Applications)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1438-6.pdf,"中央大学理工学部,千葉大学理学部","香取  眞理,種村  秀紀","Katori, Makoto,Tanemura, Hideki"
7,PERSPECTIVES OF ALGEBRAIC GAME THEORY : AN INFORMAL REPORT (Combinatorial Methods in Representation Theory and their Applications),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1438-7.pdf,大阪大学情報科学研究科,川中  宣明,"Kawanaka, Noriaki"
8,On variation of generating sets of Coxeter groups (Combinatorial Methods in Representation Theory and their Applications),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1438-8.pdf,東京大学数理科学研究科,縫田  光司,"Nuida, Koji"
9,On the structure of the party algebra of type $B$ (Combinatorial Methods in Representation Theory and their Applications),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1438-9.pdf,琉球大学理学部,小須田  雅,"Kosuda, Masashi"
10,ON THE SEMISIMPLICITY OF BRAUER ALGEBRAS (Combinatorial Methods in Representation Theory and their Applications),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1438-10.pdf,"Department of Mathematics, East China Normal University",,"Rui, Hebing"
11,Polyhedral Realizations of Crystal Bases for Finite Quantum Algebras (Combinatorial Methods in Representation Theory and their Applications),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1438-11.pdf,上智大学理工学部数学科,星野  歩,"Hoshino, Ayumu"
12,Perfect Crystals of $U'_p(D^{(3)}_4)$ (Combinatorial Methods in Representation Theory and their Applications),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1438-12.pdf,東京大学数理科学研究科,山田  大輔,"Yamada, Daisuke"
13,"PATHS, TABLEAUX, AND $q$-CHARACTERS OF QUANTUM AFFINE ALGEBRAS (Combinatorial Methods in Representation Theory and their Applications)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1438-13.pdf,名古屋大学多元数理科学研究科,中井  和香子,"Nakai, Wakako"
14,ロビンソン-シェンステッド対応の一般化 (表現論における組合せ論的手法とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1438-14.pdf,北海道大学理学研究科,沼田  泰英,"Numata, Yasuhide"
15,Symmetric coinvariant algebras and local Weyl modules at a double point (Combinatorial Methods in Representation Theory and their Applications),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1438-15.pdf,京都大学理学研究科数学教室,桑原  敏郎,"Kuwabara, Toshiro"
