No.,title,link,Affiliation,Author in JPN,Author in ENG
1,臨海現象とその周辺の最近の理論 (統計流体力学の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0326-01.pdf,東京大学理学部,鈴木 増雄,"SUZUKI,MASUO"
2,乱流における径路積分の方法とその応用 (統計流体力学の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0326-02.pdf,"東京大学理学部,中央大学理工学部","田中 文彦,中野 徹","TANAKA,FUMIHIKO,NAKANO,TORU"
3,Burgers乱流の漸近的性質 (統計流体力学の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0326-03.pdf,京都大学数理解析研究所,木田 重雄,"KIDA,SHIGEO"
4,母汎関数によるWiener-Hermite展開の定式化と2次元非粘性流体のGauss型定常厳密解 (統計流体力学の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0326-04.pdf,"兵庫医科大学,関西学院大学理学部","土井 正明,今村 勤","DOI,MASAAKI,IMAMURA,TSUTOMU"
5,乱流のラグランジュ的取扱い (統計流体力学の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0326-05.pdf,東京大学理学部,崎山 雅行,"SAKIYAMA,MASAYUKI"
6,流体中のゆらぎとStokes近似の抵抗則 (統計流体力学の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0326-06.pdf,名古屋大学工学部,金田 行雄,"KANEDA,YUKIO"
7,Homogeneous Burgerlenceの特性汎函数 (統計流体力学の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0326-07.pdf,岩手大学工学部,細川 巌,"HOSOKAWA,IWAO"
8,A Self-Consistent Approach to Small-Scale Turbulence (統計流体力学の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0326-08.pdf,東京大学生産技術研究所,吉澤 徴,"YOSHIZAWA,AKIRA"
9,統計流体力学と量子電気カ学の相似点と相違点 (統計流体力学の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0326-09.pdf,名古屋大学工学部,桑原 真二,"KUWABARA,SHINJI"
10,層流のニ次不安定機構 (統計流体力学の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0326-10.pdf,航空宇宙技術研究所,伊藤 信毅,"ITO,NOBUTSUYO"
11,周期性をもつ基本流の線形安定性について (統計流体力学の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0326-11.pdf,"名古屋大学工学部,名古屋大学工学部","磯部 文男,桑原 真二","ISOBE,FUMIO,KUWABARA,SHINJI"
12,渦列における渦の成長 (統計流体力学の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0326-12.pdf,東京農工大学,高木 隆司,"TAKAGI,RYUJI"
13,乱流ダイナモモデルに対する密度成層効果 (統計流体力学の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0326-13.pdf,"和歌山工業高等専門学校,電気通信大学","舟田 敏雄,大路 通雄","FUNADA,TOSHIO,OJI,MICHIO"
14,ニ次元噴流における遷移過程と乱流構造の関連 (統計流体力学の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0326-14.pdf,"東京大学宇宙航空研究所,東京大学宇宙航空研究所","佐藤 浩,山岸 利治","SATO,HIROSHI,YAMAGISHI,TOSHIHARU"
