No.,title,link,Affiliation,Author in JPN,Author in ENG
1,Block上での2つのノルムの同値性について (バナッハ空間の構造の研究とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1399-1.pdf,東京理科大学理工学部,丹羽  美由紀,"Niwa, Miyuki"
2,Dichotomy of Ergodic Measure (The structure of Banach spaces and its application),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1399-2.pdf,"九州工業大学情報工学部,九州工業大学情報工学部","本田  あおい,岡崎  悦明","Honda, Aoi,Okazaki, Yoshiaki"
3,RIESZ空間における正値線形作用素の表現定理 (バナッハ空間の構造の研究とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1399-3.pdf,"信州大学工学部,信州大学工学部","河邊  淳,天野  雄介","Kawabe, Jun,Amano, Yusuke"
4,あるBANACH空間の間の補間空間について (バナッハ空間の構造の研究とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1399-4.pdf,日本大学経済学部,松岡  勝男,"Matsuoka, Katsuo"
5,Banach空間の幾何学と不動点 (バナッハ空間の構造の研究とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1399-5.pdf,東京工業大学情報理工学研究科,高橋  渉,"Takahashi, Wataru"
6,Clarksonの不等式の幾つかの証明について (バナッハ空間の構造の研究とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1399-6.pdf,"新潟大学自然科学研究科,新潟大学自然科学研究科","齋藤  元樹,松本  尚浩","Saito, Motoki,Matsumoto, Naohiro"
7,一般のBANACH空間における無限個の非拡大写像族の共通不動点への収束定理 (バナッハ空間の構造の研究とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1399-7.pdf,九州工業大学工学部,鈴木  智成,"Suzuki, Tomonari"
8,STRONG CONVERGENCE THEOREMS AND SUNNY NONEXPANSIVE RETRACTIONS IN BANACH SPACES (The structure of Banach spaces and its application),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1399-8.pdf,"東京工業大学情報理工学研究科数理・計算科学専攻,東京工業大学情報理工学研究科数理・計算科学専攻","三宅  啓道,高橋  渉","Miyake, Hiromichi,Takahashi, Wataru"
9,Banach空間上の集合の凸性について (バナッハ空間の構造の研究とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1399-9.pdf,"東京工業大学情報理工学研究科,東京工業大学情報理工学研究科","江下  和章,高橋  渉","Eshita, Kazutaka,Takahashi, Wataru"
10,Norm Inequalities and Geometry of Banach Spaces (The structure of Banach spaces and its application),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1399-10.pdf,岡山県立大学情報工学部,高橋  泰嗣,"Takahashi, Yasuji"
11,$\psi$直和空間のsmooth性について (バナッハ空間の構造の研究とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1399-11.pdf,"新潟大学自然科学研究科,新潟大学自然科学研究科,新潟大学理学部","三谷  健一,大城  覚,斎藤  吉助","Mitani, Ken-ichi,Oshiro, Satoru,Saito, Kichi-Suke"
12,Fixed,,"千葉大学社会文化科学研究科,九州工業大学工学部","田村  高幸,加藤  幹雄","Tamura, Takayuki,Kato, Mikio"
13,Orlicz-Morrey spaces and some integral operators (The structure of Banach spaces and its application),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1399-13.pdf,大阪教育大学教育学部,中井  英一,"Nakai, Eiichi"
14,Orlicz空間の構造とHardy-Littlewoodの最大値関数について (バナッハ空間の構造の研究とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1399-14.pdf,鹿児島大学教育学部,北  広男,"Kita, Hiro-o"
