No.,title,link,Affiliation,Author in JPN,Author in ENG
1,WIJSMAN 位相の零次元性について (一般位相幾何学および幾何学的トポロジーの現状と諸問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1833-01.pdf,島根大学総合理工学研究科,末吉 亮也,"SUEYOSHI,RYOYA"
2,Topological Reflection Theorems (General and Geometric Topology today and their problems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1833-02.pdf,神戸大学大学院システム情報学研究科,渕野 昌,"Fuchino,Sakae"
3,REMARKS ON BOUNDARIES OF CAT(0) SPACES FROM SHAPE THEORY (General and Geometric Topology today and their problems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1833-03.pdf,防衛大学校,知念 直紹,"CHINEN,NAOTSUGU"
4,強独立な二分的部分基を持つハウスドルフ空間 (一般位相幾何学および幾何学的トポロジーの現状と諸問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1833-04.pdf,"京都大学大学院人間・環境学研究科,京都大学大学院人間・環境学研究科","塚本 靖之,立木 秀樹","Tsukamoto,Yasuyuki,Tsuiki,Hideki"
5,Groups of uniform homeomorphisms of metric spaces with geometric group actions (General and Geometric Topology today and their problems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1833-05.pdf,京都工芸繊維大学工芸科学研究科,矢ヶ崎 達彦,"Yagasaki,Tatsuhiko"
6,SORGENFREY TOPOLOGIES ON THE PLANE AND UNFAIR COIN TOSSING (General and Geometric Topology today and their problems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1833-06.pdf,防衛大学校,加藤 昭男,"KATO,AKIO"
7,Remarks on weak covering properties (General and Geometric Topology today and their problems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1833-07.pdf,神奈川大学理学部,酒井 政美,"Sakai,Masami"
8,On structure of CAT(0) groups (General and Geometric Topology today and their problems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1833-08.pdf,静岡大学理学部,保坂 哲也,"Hosaka,Tetsuya"
9,Some notes on countable $T_D$-spaces (General and Geometric Topology today and their problems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1833-09.pdf,情報通信研究機構,,"Brecht,Matthew de"
10,LOTS の積の可算メタコンパクト性 (一般位相幾何学および幾何学的トポロジーの現状と諸問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1833-10.pdf,"神奈川大学工学部,大分大学教育福祉科学部","平田 康史,家本 宣幸","Hirata,Yasushi,Kemoto,Nobuyuki"
11,On Arvanitakis's simultaneous selection theorem (General and Geometric Topology today and their problems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1833-11.pdf,島根大学総合理工学研究科,山内 貴光,"Yamauchi,Takamitsu"
12,On a characteristic property of the tent map (General and Geometric Topology today and their problems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1833-12.pdf,"早稲田大学理工学術院,早稲田大学理工学術院","小笠原 義仁,大石 進一","Ogasawara,Yoshihito,Oishi,Shin'ichi"
