No.,title,link,Affiliation,Author in JPN,Author in ENG
1,周期倍分岐中およびその後の安定・不安定多様体の構造変化(散逸2次元写像)(カオスをめぐる力学系の諸問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0814-01.pdf,"国立天文台,帝京技科大学","谷川 清隆,山口 喜博","Tanikawa, Kiyotaka,Yamaguchi, Yoshihiro"
2,戸田格子の非カオス的な差分化(カオスをめぐる力学系の諸問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0814-02.pdf,東京都立大学理学部物理学科,斎藤 暁,"Saito, Satoru"
3,NON-ALGEBRAIC LIMIT CYCLES(Topics Around Chaotic Dynamical Systems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0814-03.pdf,"Department of Mathematics, School of Science, Nagoya University",小谷 健司,"ODANI, Kenzi"
4,Invariant measures for certain multi-dimensional maps(Topics Around Chaotic Dynamical Systems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0814-04.pdf,Sapporo University,由利 美智子,"Yuri, Michiko"
5,endomorphismsのS-無限小安定性と$\Omega$-安定性について(カオスをめぐる力学系の諸問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0814-05.pdf,早稲田大学教育学部,池田 宏,"Ikeda, Hiroshi"
6,Periodic solutions of a singular Hamiltonian system of 2-body type(Topics Around Chaotic Dynamical Systems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0814-06.pdf,"Department of Mathematics, School of Science, Nagoya University",田中 和永,"Tanaka, Kazunaga"
7,二相探索形式の最適性と目標のパッチ状分布との関係についての共進化ゲームモデル(カオスをめぐる力学系の諸問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0814-07.pdf,広島大学理学部数学教室,瀬野 裕美,"SENO, Hiromi"
8,幾何学的ローレンツアトラクタを生成する退化特異性について(カオスをめぐる力学系の諸問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0814-08.pdf,"Limburgs Univ.,京都大学理学部,龍谷大学理工学部","デユモルティエ F.,国府 寛司,岡 宏枝","Dumortier, F.,Kokubu, Hiroshi,Oka, Hiroe"
9,A note on the heteroclinic $\Omega$-explosions(Topics Around Chaotic Dynamical Systems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0814-09.pdf,"Department of Mathematical Sciences, Tokyo Denki University",桐木 紳,"Kiriki, Shin"
10,A Neural Network Model as a Globally Coupled Map and Applications based on Chaos(Topics Around Chaotic Dynamical Systems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0814-10.pdf,"Development Div., Nikon Systems Inc.",野沢 浩,"Nozawa, Hiroshi"
11,一般化シフト写像のダイナミクスの解析(カオスをめぐる力学系の諸問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0814-11.pdf,"東京理科大学理工学部電気工学科,東京電機大学工学部電子工学科,東京理科大学理工学部電気工学科","吉川 敏文,合原 一幸,伊東 晋[他]","YOSHIKAWA, Toshifumi,AIHARA, Kazuyuki,ITOH, Susumu"
12,連続区分線形写像の一般形(カオスをめぐる力学系の諸問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0814-12.pdf,西東京科学大学理工学部,小室 元政,"KOMURO, Motomasa"
13,射影空間上の複素力学系(カオスをめぐる力学系の諸問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0814-13.pdf,京都大学総合人間学部,上田 哲生,"UEDA, Tetsuo"
14,多項式のニュートン写像における鉢の幅について(カオスをめぐる力学系の諸問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0814-14.pdf,"上智大学理工学部,上智大学理工学部","西沢 清子,藤村 雅代","Nishizawa, Kiyoko,Fujimura, Masayo"
15,スーパーサドル型ジュリア集合の超安定多様体について(カオスをめぐる力学系の諸問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0814-15.pdf,京都大学人間・環境学研究科,宇敷 重広,"Ushiki, Shigehiro"
